ID Cliente,Etiqueta de rotatividade,Duração da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Média mensal de GB para download,Plano de Dados Ilimitado,Cobranças extras de dados,Estado,Número de Telefone,Gênero,Idade,Menos de 30,Idoso,Grupo,Número de Clientes por Grupo,Proteção de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobrança Mensal,Total de Cobranças,Categoria de Rotatividade,Motivo da Rotatividade
5891-DZKX,Não,8,42,91,0,0,Não,Não,0,0,1,Sim,0,MS,295-2511,Feminino,45,Não,Não,Não,0,Não,Mensal,Débito Automático,16,118,,
7724-ACLI,Não,65,213,387.3,0,0,Não,Não,0,1,3,Sim,0,MT,292-1542,Masculino,39,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,50,3229,,
8493-VIDX,Não,57,239,568.3,0,0,Não,Não,0,1,5,Sim,0,AR,366-7120,Feminino,38,Não,Não,Não,0,Sim,2 Anos,Débito Automático,27,1561,,
4552-RRII,Não,72,132,433.6,0,0,Não,Não,0,1,4,Sim,0,NH,269-7439,Feminino,32,Não,Não,Não,0,Sim,2 Anos,Débito Automático,42,3033,,
6536-HEMG,Não,53,125,371.4,0,0,Não,Não,0,1,0,Não,0,HI,284-2563,Feminino,64,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,9,479,,
1543-KGDZ,Não,7,17,44.7,0,0,Não,Não,0,0,3,Sim,0,CO,385-6213,Masculino,53,Não,Não,Não,0,Não,Mensal,Débito Automático,47,354,,
0130-FUPM,Não,48,382,762,192,556.8,Sim,Sim,0,2,7,Sim,0,ID,315-6230,Masculino,32,Não,Não,Não,0,Sim,2 Anos,Débito Automático,38,1801,,
0839-REQQ,Não,5,20,51.1,0,0,Não,Não,0,0,4,Sim,0,DC,331-9364,Masculino,42,Não,Não,Não,0,Não,Mensal,Débito Automático,18,90,,
0981-VUVJ,Não,61,76,242.7,0,0,Não,Não,0,1,2,Sim,0,TN,315-2302,Masculino,74,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,32,1925,,
6356-MBQW,Não,70,277,767.6,0,0,Não,Não,0,2,5,Não,67,WY,349-3563,Feminino,57,Não,Não,Não,0,Sim,2 Anos,Débito Automático,56,3875,,
5315-ZOMA,Não,43,125,298.6,0,0,Não,Não,0,0,11,Sim,0,VA,353-3393,Feminino,62,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,20,840,,
6654-GJOC,Não,63,344,943.2,0,0,Não,Não,0,0,4,Sim,0,SD,341-6412,Feminino,48,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,45,2838,,
7508-HUNG,Não,47,213,521.6,188,582.8,Sim,Sim,0,1,5,Sim,0,GA,325-3974,Feminino,76,Não,Sim,Não,0,Não,Anual,Débito Automático,59,2789,,
0622-RWHA,Não,58,342,876.7,0,0,Não,Não,0,2,1,Sim,0,AZ,395-4519,Masculino,77,Não,Sim,Não,0,Não,2 Anos,Débito Automático,57,3305,,
9356-SUEF,Não,70,556,1125,0,0,Não,Não,0,2,12,Sim,0,AK,314-9754,Feminino,28,Sim,Não,Não,0,Não,2 Anos,Cartão de Crédito,49,3427,,
8294-BKYG,Não,11,64,165,0,0,Não,Não,0,1,9,Não,61,CT,329-10544,Masculino,72,Não,Sim,Não,0,Não,2 Anos,Débito Automático,22,241,,
5517-KEOL,Não,31,64,125.6,0,0,Não,Não,0,2,14,Sim,0,UT,307-3858,Feminino,77,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,28,886,,
9047-UREN,Não,53,133,263.2,0,0,Não,Não,0,1,4,Sim,0,KY,354-5608,Masculino,49,Não,Não,Não,0,Não,2 Anos,Débito Automático,21,1115,,
2575-VDSQ,Não,14,72,169.9,0,0,Não,Não,0,0,15,Sim,0,MS,333-4926,Feminino,21,Sim,Não,Não,0,Não,Mensal,Débito Automático,28,401,,
6704-QSHP,Não,1,4,11,0,0,Não,Não,0,1,12,Não,23,WY,360-3234,Feminino,61,Não,Não,Não,0,Não,Mensal,Débito Automático,26,26,,
5311-QILV,Não,57,149,340.2,0,0,Não,Não,0,1,20,Sim,0,NM,281-9584,Masculino,24,Sim,Não,Não,0,Não,Anual,Débito Automático,29,1653,,
1476-PGUY,Não,69,307,692.9,276,903.9,Sim,Sim,0,2,5,Sim,0,NJ,284-2687,Feminino,37,Não,Não,Não,0,Não,2 Anos,Débito Automático,38,2609,,
0176-DIDZ,Não,55,174,438.1,220,973.5,Sim,Sim,0,1,7,Sim,0,KY,326-8475,Masculino,72,Não,Sim,Não,0,Não,2 Anos,Débito Automático,34,1888,,
8360-VVGP,Não,17,95,239.1,0,0,Não,Não,0,1,10,Sim,0,KS,374-10008,Feminino,33,Não,Não,Não,0,Não,Mensal,Débito Automático,15,264,,
3301-OWZS,Não,9,47,135.5,0,0,Não,Não,0,1,3,Não,5,MI,284-3045,Masculino,78,Não,Sim,Não,0,Não,2 Anos,Débito Automático,34,305,,
4634-YYYC,Não,55,289,715.1,0,0,Não,Não,0,1,6,Sim,0,FL,334-6881,Masculino,36,Não,Não,Não,0,Não,Mensal,Débito Automático,26,1434,,
2226-QYOR,Não,70,153,349.5,0,0,Não,Não,0,1,4,Sim,0,LA,320-7556,Masculino,62,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,46,3237,,
0861-FRJM,Não,10,33,68.5,0,0,Não,Não,0,2,8,Sim,0,MI,295-9633,Feminino,25,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,35,346,,
3529-HFMY,Não,29,148,382.4,0,0,Não,Não,0,0,8,Sim,0,CO,272-1559,Feminino,25,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,20,582,,
5480-ZTSW,Não,68,144,272.8,0,0,Não,Não,0,2,12,Não,9,TX,351-5302,Feminino,21,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,29,2000,,
2664-BICT,Não,12,25,59.1,0,0,Não,Não,0,0,0,Não,0,NY,308-10467,Feminino,29,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,11,130,,
4945-WHVP,Não,20,38,99.4,0,0,Não,Não,0,2,4,Sim,0,LA,332-8153,Feminino,47,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,26,518,,
0562-WVUS,Não,1,5,16,0,0,Não,Não,0,0,0,Não,0,NV,403-5348,Feminino,41,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,9,9,,
5279-VFOS,Não,29,37,116.6,0,0,Não,Não,0,0,8,Sim,0,NC,395-5686,Feminino,26,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,48,1399,,
9125-FBTQ,Não,1,6,13,0,0,Não,Não,0,1,8,Sim,0,NC,320-6983,Masculino,33,Não,Não,Não,0,Não,Mensal,Débito Automático,26,26,,
1893-WXSM,Não,3,6,18.2,12,6.9,Sim,Sim,0,0,4,Não,7,WY,311-2154,Masculino,65,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,35,92,,
1114-YGUX,Não,21,86,293,0,0,Não,Não,0,0,7,Sim,0,TN,335-9280,Feminino,47,Não,Não,Não,0,Sim,Mensal,Débito Automático,31,645,,
0660-QCFY,Não,5,18,43.9,20,60,Sim,Sim,0,0,13,Sim,0,PA,363-4491,Feminino,22,Sim,Não,Não,0,Não,Mensal,Débito Automático,15,84,,
3210-SAZW,Não,51,197,358.2,0,0,Não,Não,0,2,0,Não,0,WV,321-8750,Masculino,59,Não,Não,Não,0,Não,2 Anos,Débito Automático,9,445,,
9585-VLWP,Não,6,25,74,0,0,Não,Não,0,2,1,Sim,0,NJ,362-4698,Masculino,58,Não,Não,Não,0,Não,Mensal,Débito Automático,39,224,,
8581-DVLB,Não,8,36,71.5,32,78.4,Sim,Sim,0,2,13,Sim,0,WI,260-6983,Masculino,26,Sim,Não,Não,0,Não,Mensal,Débito Automático,24,191,,
7990-ICSP,Não,73,284,806.1,0,0,Não,Não,0,1,10,Sim,0,OR,348-8580,Feminino,24,Sim,Não,Não,0,Não,2 Anos,Cartão de Crédito,38,2798,,
8779-CHWC,Não,69,129,411.8,276,469.2,Sim,Sim,0,2,8,Sim,0,ND,299-4935,Masculino,44,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,32,2186,,
9878-JFUH,Não,22,31,88.4,0,0,Não,Não,0,2,28,Sim,0,LA,329-6971,Feminino,22,Sim,Não,Não,0,Sim,Anual,Débito Automático,28,624,,
1569-RQFN,Não,57,326,904.8,228,632.7,Sim,Sim,0,1,6,Não,18,ND,289-4113,Feminino,58,Não,Não,Não,0,Sim,Mensal,Débito Automático,49,2770,,
3947-WLCU,Não,34,49,136.8,136,408,Sim,Sim,0,1,0,Não,0,MS,324-9105,Masculino,36,Não,Não,Não,0,Não,Anual,Cartão de Crédito,10,325,,
0210-NCWB,Não,54,91,268.5,0,0,Não,Não,0,1,7,Sim,0,WI,375-8140,Masculino,50,Não,Não,Não,0,Sim,Anual,Débito Automático,34,1805,,
9260-JMVW,Não,63,349,888.9,0,0,Não,Não,0,0,3,Sim,0,MO,267-10456,Masculino,45,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,60,3825,,
1674-OIAR,Não,40,154,516.5,0,0,Não,Não,0,2,3,Sim,0,PA,311-6444,Feminino,54,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,41,1627,,
4962-MMQZ,Não,33,152,433.1,0,0,Não,Não,0,0,0,Não,0,SD,270-5936,Masculino,51,Não,Não,Não,0,Não,Anual,Cartão de Crédito,8,260,,
5748-FJDO,Não,34,127,305.3,136,289,Sim,Sim,0,0,2,Sim,0,AZ,410-10512,Masculino,77,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,35,1178,,
7261-SWNV,Não,19,76,241,0,0,Não,Não,0,0,9,Sim,0,VT,400-8079,Feminino,75,Não,Sim,Não,0,Não,2 Anos,Débito Automático,42,787,,
7937-NUSV,Não,41,177,495,164,377.2,Sim,Sim,0,0,4,Sim,0,NV,367-7503,Masculino,51,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,36,1489,,
4380-QWPQ,Não,10,20,41.3,40,155,Sim,Sim,0,1,6,Sim,0,VA,273-9709,Feminino,36,Não,Não,Não,0,Não,Mensal,Débito Automático,16,164,,
5102-IALR,Não,57,83,226.4,0,0,Não,Não,0,0,9,Sim,0,MN,284-3685,Masculino,60,Não,Não,Não,0,Não,Mensal,Débito Automático,56,3186,,
8750-FDTF,Não,55,194,438.1,0,0,Não,Não,0,0,8,Sim,0,ME,373-9871,Feminino,58,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,53,2892,,
0564-OHTU,Não,47,146,521.2,0,0,Não,Não,0,0,0,Não,0,WA,328-8879,Masculino,28,Sim,Não,Não,0,Não,Anual,Débito Automático,7,354,,
6822-MCHZ,Não,26,179,337.3,0,0,Não,Não,0,0,6,Sim,0,WV,230-3940,Masculino,81,Não,Sim,Não,0,Não,2 Anos,Débito Automático,51,1317,,
4742-GFYC,Não,36,139,468,144,442.8,Sim,Sim,0,0,13,Sim,0,OH,282-6283,Feminino,74,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,18,659,,
1807-AODK,Não,64,349,831.6,0,0,Não,Não,0,0,24,Sim,0,DE,299-9009,Feminino,30,Não,Não,Não,0,Não,Anual,Cartão de Crédito,26,1635,,
3624-YKEY,Não,21,107,213.3,0,0,Não,Não,0,0,1,Sim,0,FL,341-1884,Masculino,58,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,47,1009,,
8855-GLWF,Não,12,71,149.1,0,0,Não,Não,0,0,10,Sim,0,AK,293-4410,Feminino,39,Não,Não,Não,0,Não,Mensal,Débito Automático,29,358,,
4164-OPDL,Não,76,262,535.5,0,0,Não,Não,0,0,0,Não,0,WA,275-1830,Masculino,67,Não,Sim,Não,0,Não,2 Anos,Débito Automático,9,681,,
7517-JTTJ,Não,31,49,155.5,0,0,Não,Não,0,0,0,Não,0,KY,281-1552,Feminino,49,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,9,267,,
7901-RMRO,Não,7,22,68,0,0,Não,Não,0,0,6,Sim,0,UT,351-9561,Masculino,68,Não,Sim,Não,0,Não,2 Anos,Débito Automático,45,305,,
2211-MSNF,Não,56,282,731.3,0,0,Não,Não,0,0,5,Sim,0,NM,303-2512,Feminino,69,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,34,1908,,
1193-SGUB,Não,65,308,712.1,0,0,Não,Não,0,0,3,Sim,0,MN,291-3088,Masculino,44,Não,Não,Não,0,Sim,2 Anos,Débito Automático,28,1821,,
6981-HWDB,Não,29,226,381.1,0,0,Não,Não,0,0,0,Não,0,WV,255-7956,Masculino,47,Não,Não,Não,0,Não,Anual,Cartão de Crédito,7,209,,
3616-FCDP,Não,72,362,1006.5,0,0,Não,Não,0,0,6,Sim,0,AL,260-3597,Feminino,75,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,49,3536,,
5245-OTWO,Não,1,3,7,0,0,Não,Não,0,0,0,Não,0,PA,297-7696,Masculino,34,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,13,13,,
2739-KIYS,Não,11,34,76.2,0,0,Não,Não,0,0,4,Não,68,DE,336-2730,Masculino,43,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,16,176,,
4238-RFCK,Não,61,138,306.2,244,634.4,Sim,Sim,0,0,3,Sim,0,IL,299-7025,Feminino,77,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,37,2271,,
3142-PFMM,Não,25,44,101.8,0,0,Não,Não,0,0,38,Sim,0,FL,318-6668,Masculino,26,Sim,Não,Não,0,Não,Anual,Débito Automático,30,776,,
4409-TQYA,Não,2,9,21.4,0,0,Não,Não,0,0,3,Sim,0,HI,322-7534,Masculino,68,Não,Sim,Não,0,Sim,2 Anos,Cheque,29,63,,
0781-EBYJ,Não,64,249,514.2,256,921.6,Sim,Sim,0,0,5,Sim,0,CO,372-5063,Masculino,48,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,37,2374,,
2864-BTXP,Não,6,19,53.5,0,0,Não,Não,0,0,6,Sim,0,SC,255-1904,Masculino,36,Não,Não,Não,0,Não,Mensal,Débito Automático,50,295,,
0226-JWGG,Não,30,47,118.7,0,0,Não,Não,0,0,0,Não,0,IN,357-6748,Masculino,84,Não,Sim,Não,0,Não,Anual,Cartão de Crédito,13,381,,
6457-QDPX,Não,51,398,819.3,0,0,Não,Não,0,0,7,Sim,0,FL,331-5070,Feminino,39,Não,Não,Não,0,Sim,Anual,Débito Automático,40,2049,,
5854-RAZA,Não,61,358,608,0,0,Não,Não,0,0,12,Sim,0,GA,382-7229,Masculino,24,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,26,1569,,
9493-VXIR,Não,73,383,942.6,292,664.3,Sim,Sim,0,0,15,Sim,0,NC,309-2965,Masculino,29,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,70,5101,,
3544-DJHS,Não,1,2,7,0,0,Não,Não,0,0,0,Não,0,DC,351-1913,Feminino,45,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,12,12,,
5563-RPPX,Não,12,82,184.9,0,0,Não,Não,0,0,6,Não,42,VT,303-10085,Feminino,32,Não,Não,Não,0,Não,Mensal,Débito Automático,45,558,,
3900-UXRO,Não,11,40,113,0,0,Não,Não,0,0,5,Sim,0,NE,382-7786,Masculino,83,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,37,419,,
4464-LBRK,Não,61,281,790.7,0,0,Não,Não,0,0,21,Sim,0,ME,326-4450,Feminino,29,Sim,Não,Não,0,Sim,Mensal,Débito Automático,61,3730,,
6971-JJOY,Não,1,3,9,0,0,Não,Não,0,0,0,Não,0,KS,287-3891,Feminino,27,Sim,Não,Não,0,Não,Mensal,Débito Automático,13,13,,
7055-OZDJ,Não,63,211,505.5,0,0,Não,Não,0,0,9,Sim,0,WI,247-9684,Feminino,48,Não,Não,Não,0,Sim,Mensal,Débito Automático,60,3797,,
8540-ZWCN,Não,20,75,241.5,0,0,Não,Não,0,0,0,Não,0,AL,359-9794,Masculino,67,Não,Sim,Não,0,Não,Anual,Débito Automático,12,251,,
1552-ZOIQ,Não,11,59,126.5,0,0,Não,Não,0,0,0,Não,0,HI,326-3420,Masculino,24,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,10,101,,
7133-PQSG,Não,69,516,1041.6,0,0,Não,Não,0,0,0,Não,0,MO,347-8233,Feminino,45,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,15,1075,,
1492-GPNX,Sim,44,291,699.5,0,0,Não,Não,0,0,1,Sim,0,CA,343-1800,Feminino,77,Não,Sim,Não,0,Não,2 Anos,Débito Automático,26,1151,,
2791-CEUY,Não,65,148,392.4,0,0,Não,Não,0,0,11,Sim,0,NV,343-7760,Feminino,44,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,37,2389,,
3807-MJAM,Não,10,20,48.3,40,84,Sim,Sim,0,0,0,Não,0,NE,262-6106,Masculino,23,Sim,Não,Não,0,Não,Anual,Débito Automático,10,98,,
2190-ITDM,Não,5,27,76.4,0,0,Não,Não,0,0,8,Sim,0,MA,305-4355,Masculino,65,Não,Não,Não,0,Não,2 Anos,Débito Automático,29,136,,
6198-WDGP,Não,23,155,348.4,0,0,Não,Não,0,0,7,Sim,0,WA,294-7706,Masculino,32,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,23,527,,
0281-LLKJ,Não,70,266,561,0,0,Não,Não,0,0,11,Sim,0,HI,337-4072,Masculino,23,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,34,2363,,
3318-CMKZ,Não,72,257,579.7,0,0,Não,Não,0,0,24,Sim,0,FL,273-10664,Masculino,23,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,39,2802,,
4949-ZDSK,Não,72,143,288.4,0,0,Não,Não,0,0,4,Sim,0,WY,331-7364,Masculino,53,Não,Não,Não,0,Sim,2 Anos,Débito Automático,31,2258,,
1712-CELM,Não,13,36,94.5,0,0,Não,Não,0,0,1,Sim,0,DE,346-10229,Masculino,78,Não,Sim,Não,0,Não,2 Anos,Débito Automático,49,665,,
3000-XZVR,Não,6,15,36.6,0,0,Não,Não,0,0,0,Não,0,ME,341-4822,Masculino,26,Sim,Não,Não,0,Não,Mensal,Débito Automático,10,62,,
4937-GYCG,Não,50,351,702.8,0,0,Não,Não,0,0,6,Sim,0,DC,350-2356,Feminino,68,Não,Sim,Não,0,Não,Anual,Débito Automático,35,1770,,
4621-QMQX,Não,1,2,7,0,0,Não,Não,0,0,0,Não,0,CO,304-2916,Masculino,54,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,12,12,,
9105-SWRZ,Não,45,201,358.8,0,0,Não,Não,0,0,2,Sim,0,MN,373-9929,Masculino,55,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,75,3342,,
6502-RDBL,Não,3,15,37.6,0,0,Não,Não,0,0,5,Sim,0,VT,355-6491,Masculino,38,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,43,134,,
1083-GSFY,Não,72,545,1156.3,0,0,Não,Não,0,0,0,Não,0,AZ,253-3581,Feminino,45,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,13,939,,
2183-SOHG,Não,8,25,70.4,0,0,Não,Não,0,0,0,Não,0,LA,389-7103,Masculino,32,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,8,61,,
6441-WZDZ,Não,73,516,948.3,0,0,Não,Não,0,0,8,Não,79,VT,326-5407,Feminino,80,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,52,3818,,
1482-CBVW,Não,71,163,354.1,0,0,Não,Não,0,0,5,Sim,0,WY,301-8881,Masculino,49,Não,Não,Não,0,Sim,2 Anos,Débito Automático,41,2904,,
4900-MNXJ,Não,34,248,541.7,136,221,Sim,Sim,0,0,4,Sim,0,VA,378-1524,Feminino,56,Não,Não,Não,0,Sim,2 Anos,Débito Automático,30,1022,,
9799-STKZ,Não,17,100,257.2,0,0,Não,Não,0,0,0,Não,0,CT,367-5600,Feminino,60,Não,Não,Não,0,Não,Anual,Cartão de Crédito,9,155,,
7073-CEGQ,Não,57,303,915.3,0,0,Não,Não,0,0,14,Sim,0,HI,349-9612,Feminino,85,Não,Sim,Não,0,Sim,Anual,Débito Automático,34,1969,,
1151-HWNL,Não,1,3,7,0,0,Não,Não,0,0,0,Não,0,WI,388-8076,Feminino,56,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,7,7,,
1812-LQSE,Não,1,3,6,0,0,Não,Não,0,0,0,Não,0,NC,387-5431,Feminino,63,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,10,10,,
6664-OJPN,Não,57,145,282.5,0,0,Não,Não,0,0,10,Não,14,MO,343-5036,Feminino,67,Não,Sim,Não,0,Sim,Mensal,Débito Automático,36,2014,,
5993-AFIP,Não,63,256,630.7,0,0,Não,Não,0,0,43,Sim,0,HI,322-3693,Masculino,28,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,55,3438,,
4976-TXOD,Não,18,102,221.2,0,0,Não,Não,0,0,7,Sim,0,TX,318-3569,Feminino,58,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,31,577,,
1574-ELQD,Não,77,417,1003.5,0,0,Não,Não,0,0,0,Não,0,MS,406-4326,Feminino,47,Não,Não,Não,0,Não,2 Anos,Débito Automático,10,777,,
2300-WEKK,Não,51,337,758.3,0,0,Não,Não,0,0,12,Não,6,KY,315-2920,Feminino,20,Sim,Não,Não,0,Sim,Mensal,Débito Automático,53,2696,,
2661-MZJA,Não,57,299,573.6,0,0,Não,Não,0,0,7,Sim,0,ME,374-4195,Masculino,55,Não,Não,Não,0,Não,Anual,Cartão de Crédito,27,1542,,
6181-BFAP,Não,72,321,863.3,0,0,Não,Não,0,0,20,Sim,0,OH,256-6578,Feminino,25,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,72,5160,,
1055-FKBI,Não,47,123,372.5,0,0,Não,Não,0,0,8,Sim,0,WV,311-5024,Feminino,63,Não,Não,Não,0,Sim,2 Anos,Débito Automático,36,1663,,
1197-LVTA,Não,73,532,1092.4,0,0,Não,Não,0,0,13,Sim,0,AL,335-2672,Feminino,57,Não,Não,Não,0,Sim,2 Anos,Débito Automático,38,2760,,
5851-RHRY,Não,73,507,1101.6,0,0,Não,Não,0,0,24,Não,73,DC,272-1649,Feminino,22,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,56,4123,,
3585-WVBY,Não,46,183,552.1,0,0,Não,Não,0,0,0,Não,0,IA,390-2445,Masculino,50,Não,Não,Não,0,Não,Anual,Débito Automático,9,398,,
2419-DTDX,Não,1,2,5,0,0,Não,Não,0,0,0,Não,0,VT,400-4107,Feminino,23,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,11,11,,
0772-BJJG,Não,5,24,47,0,0,Não,Não,0,0,0,Não,0,NV,373-10701,Feminino,43,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,9,47,,
9547-TYEN,Não,48,254,725.3,0,0,Não,Não,0,0,20,Sim,0,NC,359-7921,Feminino,29,Sim,Não,Não,0,Sim,Anual,Débito Automático,36,1751,,
8217-PCWO,Não,51,227,560.2,0,0,Não,Não,0,0,4,Sim,0,ID,276-7491,Masculino,55,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,14,729,,
8920-XIYH,Não,4,23,47.9,0,0,Não,Não,0,0,2,Sim,0,AK,297-6373,Masculino,75,Não,Sim,Não,0,Não,2 Anos,Débito Automático,46,182,,
0777-WZPC,Não,32,89,254.9,0,0,Não,Não,0,0,1,Sim,0,VT,325-2416,Feminino,77,Não,Sim,Não,0,Não,2 Anos,Débito Automático,49,1547,,
5987-DQEM,Não,9,37,100.1,0,0,Não,Não,0,0,5,Sim,0,AK,309-9846,Masculino,48,Não,Não,Não,0,Não,Mensal,Débito Automático,55,504,,
7115-IGYR,Não,54,154,537,0,0,Não,Não,0,0,0,Não,0,AR,333-3974,Feminino,48,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,13,703,,
0862-LBSM,Não,11,25,103.5,0,0,Não,Não,0,0,5,Sim,0,MA,375-2821,Feminino,65,Não,Sim,Não,0,Não,Anual,Cartão de Crédito,30,340,,
7588-UPVA,Não,68,229,608.3,0,0,Não,Não,0,0,4,Sim,0,NJ,353-9356,Masculino,76,Não,Sim,Não,0,Não,Anual,Débito Automático,21,1451,,
7927-AHKH,Não,46,243,546.4,0,0,Não,Não,0,0,8,Sim,0,NY,352-2825,Feminino,64,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,46,2081,,
9713-QYDO,Não,11,78,160.5,0,0,Não,Não,0,0,3,Sim,0,AZ,252-1934,Masculino,44,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,28,299,,
3178-CVEQ,Não,29,96,293.6,0,0,Não,Não,0,0,4,Sim,0,NJ,350-4817,Feminino,72,Não,Sim,Não,0,Não,2 Anos,Débito Automático,36,1051,,
2092-SVQC,Não,25,208,369.1,0,0,Não,Não,0,0,0,Não,0,WV,321-5554,Feminino,56,Não,Não,Não,0,Não,Anual,Débito Automático,8,204,,
7336-ASTP,Não,49,70,247.1,0,0,Não,Não,0,0,3,Sim,0,SC,351-5535,Masculino,49,Não,Não,Não,0,Não,Anual,Cartão de Crédito,57,2839,,
1542-GRAY,Não,44,312,703.4,0,0,Não,Não,0,0,0,Não,0,VT,320-7017,Feminino,38,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,12,530,,
2535-QKZR,Não,48,145,531.9,0,0,Não,Não,0,0,0,Não,0,TN,345-5857,Feminino,52,Não,Não,Não,0,Não,Anual,Cartão de Crédito,8,401,,
6545-GGNX,Não,27,178,427,0,0,Não,Não,0,0,0,Não,0,LA,337-3742,Feminino,47,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,9,230,,
4265-DCJY,Não,25,145,371.9,0,0,Não,Não,0,0,9,Não,39,DE,304-6849,Masculino,45,Não,Não,Não,0,Não,Mensal,Débito Automático,41,1028,,
1767-DYGM,Não,21,131,318.2,0,0,Não,Não,0,0,4,Sim,0,KY,237-5785,Feminino,33,Não,Não,Não,0,Sim,Mensal,Débito Automático,17,370,,
9264-TMSP,Não,70,332,626.5,0,0,Não,Não,0,0,5,Sim,0,GA,316-5325,Masculino,39,Não,Não,Não,0,Sim,2 Anos,Débito Automático,26,1839,,
7308-AZSF,Não,23,105,248.1,0,0,Não,Não,0,0,23,Sim,0,TX,315-6444,Feminino,24,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,36,811,,
9522-PECR,Não,70,439,1115.9,0,0,Não,Não,0,0,11,Sim,0,MN,322-7764,Masculino,41,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,51,3544,,
0280-HRWG,Não,57,138,622.2,228,815.1,Sim,Sim,0,0,3,Não,38,NY,268-10097,Masculino,59,Não,Não,Não,0,Não,Anual,Débito Automático,40,2275,,
3528-MZAJ,Não,65,573,973.5,0,0,Não,Não,0,0,3,Sim,0,FL,260-5800,Masculino,65,Não,Sim,Não,0,Sim,Anual,Cartão de Crédito,55,3584,,
3423-IIWR,Não,74,255,812.3,296,688.2,Sim,Sim,0,0,0,Não,0,KS,289-8142,Masculino,53,Não,Não,Não,0,Não,Anual,Débito Automático,8,600,,
9265-WWTP,Não,13,71,131.7,0,0,Não,Não,0,0,1,Sim,0,NV,369-8857,Feminino,78,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,32,420,,
0588-TXEZ,Não,2,7,15.9,0,0,Não,Não,0,0,5,Sim,0,NV,319-5163,Feminino,55,Não,Não,Não,0,Não,Mensal,Débito Automático,36,64,,
